id1,category,details,pnr,startTime,endTime,status,staffId,ticket id, ticketDetails,feedback,rating,sentiment,metadata,media
514,food,The food served lacked flavor and freshness.,1497637370,2024-12-28 12:15:00,2024-12-28 13:30:00,completed,staff514,,,Food quality improved after my complaint.,2,0.5119950133309734,image514.jpg,video514.mp4
515,damage_seat,The seat was uncomfortable and did not recline properly.,1498738380,2024-12-30 12:00:00,2024-12-30 13:15:00,completed,staff515,,,Seat was replaced after my complaint.,2,0.5151246747569445,image515.jpg,video515.mp4
516,unhygenic_toilet,The toilet was not cleaned and had a strong unpleasant odor.,1500139390,2024-12-01 14:00:00,2024-12-01 15:00:00,completed,staff516,,,The toilet was cleaned and deodorized after my complaint.,1,0.6398941075732646,image516.jpg,video516.mp4
517,damage_window,"The train window was cracked, causing discomfort during the journey.",1501240400,2024-12-03 13:30:00,2024-12-03 14:45:00,completed,staff517,,,Window was replaced after my complaint.,2,0.5132086944115675,image517.jpg,video517.mp4
518,management,There were no clear announcements regarding delays or platform changes.,1502341410,2024-12-05 14:00:00,2024-12-05 15:00:00,completed,staff518,,,Announcements improved after my complaint.,2,0.3562594029976562,image518.jpg,video518.mp4
519,food,The food was bland and did not meet expectations.,1503442420,2024-12-07 13:30:00,2024-12-07 14:45:00,completed,staff519,,,Food quality improved after my complaint.,2,0.5119950133309734,image519.jpg,video519.mp4
520,security,There were no security checks when I entered the station.,1504543430,2024-12-09 14:00:00,2024-12-09 15:00:00,completed,staff520,,,Security checks were implemented after my complaint.,3,0.4411381497743042,image520.jpg,video520.mp4
521,unhygenic_compartment,"The compartment was dirty, with visible litter on the floor.",1505644440,2024-12-11 13:30:00,2024-12-11 14:45:00,completed,staff521,,,The compartment was cleaned after my complaint.,1,0.5722033337310634,image521.jpg,video521.mp4
522,damage_seat,The seat was uncomfortable and had a broken backrest.,1506745450,2024-12-13 14:00:00,2024-12-13 15:00:00,completed,staff522,,,Seat was replaced after my complaint.,2,0.5151246747569445,image522.jpg,video522.mp4
523,security,There was no security presence near the station entrance during busy hours.,1507846460,2024-12-15 13:30:00,2024-12-15 14:45:00,completed,staff523,,,Security presence was increased after my complaint.,3,0.3600909546016273,image523.jpg,video523.mp4
524,unhygenic_toilet,The toilet was unhygienic and had a clogged drain.,1508947470,2024-12-17 14:00:00,2024-12-17 15:00:00,completed,staff524,,,Toilet was cleaned and fixed after my complaint.,1,0.674065849675335,image524.jpg,video524.mp4
525,food,The food served was cold and stale.,1510048480,2024-12-19 13:30:00,2024-12-19 14:45:00,completed,staff525,,,Food temperature improved after my complaint.,2,0.4227943387521617,image525.jpg,video525.mp4
526,management,The station staff were uncooperative when I asked for directions.,1511149490,2024-12-21 14:00:00,2024-12-21 15:00:00,completed,staff526,,,Staff behavior improved after my complaint.,2,0.5254576962695857,image526.jpg,video526.mp4
527,security,There were no security personnel near the luggage area.,1512250500,2024-12-23 13:30:00,2024-12-23 14:45:00,completed,staff527,,,Security presence increased near luggage area after my complaint.,3,0.755372914946654,image527.jpg,video527.mp4
528,unhygenic_toilet,The washbasin was clogged and emitted a foul smell.,1513351510,2024-12-25 14:00:00,2024-12-25 15:00:00,completed,staff528,,,Washbasin was cleaned and fixed after my complaint.,1,0.6282493716470189,image528.jpg,video528.mp4
529,damage_window,The window was broken and could not be closed properly.,1514452520,2024-12-27 13:30:00,2024-12-27 14:45:00,completed,staff529,,,Window was replaced after my complaint.,2,0.5132086944115675,image529.jpg,video529.mp4
530,food,The food served on the train was tasteless and unappetizing.,1515553530,2024-12-29 14:00:00,2024-12-29 15:00:00,completed,staff530,,,Food taste improved after my complaint.,2,0.4339130344902709,image530.jpg,video530.mp4
531,security,Security was not checking the IDs of passengers boarding the train.,1516654540,2024-12-31 13:30:00,2024-12-31 14:45:00,completed,staff531,,,Security checks were strengthened after my complaint.,3,0.4411381497743042,image531.jpg,video531.mp4
532,food,"The food options were limited, and the taste was poor.",1517755550,2024-12-02 14:00:00,2024-12-02 15:00:00,completed,staff532,,,Food variety improved after my complaint.,2,0.603954811891577,image532.jpg,video532.mp4
533,unhygenic_toilet,The toilet was extremely dirty and there was no toilet paper.,1518856560,2024-12-04 13:30:00,2024-12-04 14:45:00,completed,staff533,,,Toilet cleaned and stocked with essentials after my complaint.,1,0.6325163694653034,image533.jpg,video533.mp4
534,management,There was no information provided about train delays.,1519957570,2024-12-06 14:00:00,2024-12-06 15:00:00,completed,staff534,,,Train delay announcements improved after my complaint.,2,0.3328085961338559,image534.jpg,video534.mp4
535,damage_seat,The seat I was given was broken and uncomfortable.,1521058580,2024-12-08 13:30:00,2024-12-08 14:45:00,completed,staff535,,,Seat replaced after my complaint.,2,0.5244789063164786,image535.jpg,video535.mp4
536,unhygenic_compartment,The compartment had food wrappers and trash on the floor.,1522159590,2024-12-10 14:00:00,2024-12-10 15:00:00,completed,staff536,,,Compartment cleaned after my complaint.,1,0.5600380564443165,image536.jpg,video536.mp4
537,food,The food served was poorly prepared and tasteless.,1523260600,2024-12-12 13:30:00,2024-12-12 14:45:00,completed,staff537,,,Food preparation improved after my complaint.,2,0.4401167251794481,image537.jpg,video537.mp4
538,security,There was no security check at the platform before boarding.,1524361610,2024-12-14 14:00:00,2024-12-14 15:00:00,completed,staff538,,,Security check implemented after my complaint.,3,0.5598948231835938,image538.jpg,video538.mp4
539,unhygenic_toilet,The washbasin was not functioning and was very dirty.,1525462620,2024-12-16 13:30:00,2024-12-16 14:45:00,completed,staff539,,,Washbasin cleaned and fixed after my complaint.,1,0.6363256218132002,image539.jpg,video539.mp4
540,management,The staff were not organized during the boarding process.,1526563630,2024-12-18 14:00:00,2024-12-18 15:00:00,completed,staff540,,,Staff organization improved after my complaint.,2,0.6286620403523552,image540.jpg,video540.mp4
541,food,"The food quality was not good, and it was not fresh.",1527664640,2024-12-20 13:30:00,2024-12-20 14:45:00,completed,staff541,,,Food quality improved after my complaint.,2,0.5119950133309734,image541.jpg,video541.mp4
542,security,There was no security staff at the entrance during night time.,1528765650,2024-12-22 14:00:00,2024-12-22 15:00:00,completed,staff542,,,Security presence increased after my complaint.,3,0.3668110133923816,image542.jpg,video542.mp4
543,unhygenic_toilet,The toilet was extremely unhygienic with waste on the floor.,1529866660,2024-12-24 13:30:00,2024-12-24 14:45:00,completed,staff543,,,Toilet cleaned and waste removed after my complaint.,1,0.4454375866271569,image543.jpg,video543.mp4
544,damage_seat,The seat was damaged and uncomfortable to sit on.,1530967670,2024-12-26 14:00:00,2024-12-26 15:00:00,completed,staff544,,,Seat replaced after my complaint.,2,0.5244789063164786,image544.jpg,video544.mp4
545,unhygenic_toilet,"The washbasin was clogged, and there was no soap.",1532068680,2024-12-28 13:30:00,2024-12-28 14:45:00,completed,staff545,,,Washbasin cleared and soap provided after my complaint.,1,0.5485206540688118,image545.jpg,video545.mp4
546,violence,"There was a fight between two passengers on the train, causing a disturbance.",1533169690,2024-12-01 14:00:00,2024-12-01 15:00:00,completed,staff546,,,Security intervened and handled the situation after my complaint.,3,0.7535864514780909,image546.jpg,video546.mp4
547,violence,A passenger threatened others with a knife near the platform entrance.,1534270700,2024-12-03 13:30:00,2024-12-03 14:45:00,completed,staff547,,,Security handled the situation after my complaint.,3,0.7152559270875175,image547.jpg,video547.mp4
548,violence,"A person was harassing passengers, shouting abusive language on the platform.",1535371710,2024-12-05 14:00:00,2024-12-05 15:00:00,completed,staff548,,,Security took action after my complaint.,3,0.4505964891403332,image548.jpg,video548.mp4
549,violence,"A group of passengers was fighting over seating arrangements, causing chaos.",1536472720,2024-12-07 13:30:00,2024-12-07 14:45:00,completed,staff549,,,The issue was resolved by the staff after my complaint.,2,0.71270410331463,image549.jpg,video549.mp4
550,violence,There was a violent altercation between two passengers over luggage space.,1537573730,2024-12-09 14:00:00,2024-12-09 15:00:00,completed,staff550,,,Security intervened and diffused the situation after my complaint.,3,0.7874585184902165,image550.jpg,video550.mp4
551,violence,A passenger was physically assaulting others on the train.,1538674740,2024-12-11 13:30:00,2024-12-11 14:45:00,completed,staff551,,,The assailant was restrained by security after my complaint.,3,0.4327450816866476,image551.jpg,video551.mp4
552,violence,A person was shouting and disturbing passengers in the train's dining area.,1539775750,2024-12-13 14:00:00,2024-12-13 15:00:00,completed,staff552,,,The situation was handled by the train staff after my complaint.,2,0.8453275824864495,image552.jpg,video552.mp4
553,violence,"A group of passengers were fighting in the train's coach, causing fear among others.",1540876760,2024-12-15 13:30:00,2024-12-15 14:45:00,completed,staff553,,,Security took action and resolved the issue after my complaint.,3,0.5868112142324746,image553.jpg,video553.mp4
554,violence,A person was physically threatening fellow passengers on the platform.,1541977770,2024-12-17 14:00:00,2024-12-17 15:00:00,completed,staff554,,,Security intervened quickly after my complaint.,3,0.5945027122989016,image554.jpg,video554.mp4
555,violence,A fight broke out between passengers over seat allocation on the train.,1543078780,2024-12-19 13:30:00,2024-12-19 14:45:00,completed,staff555,,,The issue was resolved by staff after my complaint.,2,0.7009342280097104,image555.jpg,video555.mp4
556,violence,A passenger was physically intimidating others near the station exit.,1544179790,2024-12-21 14:00:00,2024-12-21 15:00:00,completed,staff556,,,Security handled the situation swiftly after my complaint.,3,0.7001370993695085,image556.jpg,video556.mp4
557,violence,A person was bullying a fellow passenger on the train.,1545280800,2024-12-23 13:30:00,2024-12-23 14:45:00,completed,staff557,,,The situation was defused by the staff after my complaint.,3,0.8789720901296463,image557.jpg,video557.mp4
601,medical,A passenger fainted on the train and required immediate assistance.,1652797200,2024-05-20 10:15:00,2024-05-20 11:30:00,completed,staff601,,,Medical staff arrived quickly and helped.,5,0.8652079196286167,image601.jpg,video601.mp4
602,medical,A passenger had a severe asthma attack during the journey.,1653307200,2024-05-25 14:45:00,2024-05-25 15:30:00,completed,staff602,,,First aid was provided promptly.,4,0.5206539376660121,image602.jpg,video602.mp4
603,medical,A child fell and injured their arm in the coach.,1654007200,2024-06-01 12:00:00,2024-06-01 13:15:00,completed,staff603,,,Medical care was provided immediately.,5,0.5970299594514399,image603.jpg,video603.mp4
604,medical,A passenger experienced chest pain and required emergency assistance.,1654817200,2024-06-10 09:30:00,2024-06-10 10:45:00,completed,staff604,,,The staff was efficient in managing the situation.,5,0.985994490636742,image604.jpg,video604.mp4
605,medical,A passenger needed insulin but forgot their medication.,1655617200,2024-06-18 17:00:00,2024-06-18 18:15:00,completed,staff605,,,The situation was handled well.,4,0.8869225064190913,image605.jpg,video605.mp4
